,Protocol,Service,Prediction
18340,tcp,other,Probe
18341,tcp,http,Normal
18342,tcp,http,Normal
18343,udp,domain_u,Normal
18344,udp,private,Normal
18345,udp,private,DoS
18346,tcp,http,DoS
18347,tcp,private,DoS
18348,tcp,http,Normal
18349,icmp,ecr_i,DoS
18350,tcp,http,DoS
18351,tcp,ftp_data,Normal
18352,icmp,ecr_i,DoS
18353,tcp,http,Normal
18354,tcp,private,DoS
18355,tcp,http,Normal
18356,tcp,http,Normal
18357,udp,domain_u,Normal
18358,tcp,telnet,DoS
18359,tcp,other,DoS
18360,icmp,eco_i,Probe
18361,tcp,other,Probe
18362,tcp,http,Normal
18363,tcp,auth,Probe
18364,tcp,http,Normal
18365,tcp,http,Normal
18366,tcp,http,Normal
18367,tcp,http,Normal
18368,tcp,private,DoS
18369,udp,private,DoS
18370,tcp,ftp_data,R2L
18371,tcp,http,Normal
18372,tcp,http,Normal
18373,tcp,smtp,Normal
18374,tcp,other,DoS
18375,tcp,telnet,Normal
18376,tcp,Z39_50,DoS
18377,tcp,smtp,Normal
18378,tcp,telnet,Normal
18379,tcp,telnet,Normal
18380,tcp,private,Probe
18381,tcp,http,Normal
18382,tcp,private,DoS
18383,tcp,private,DoS
18384,tcp,other,Probe
18385,tcp,http,Normal
18386,icmp,ecr_i,DoS
18387,udp,private,DoS
18388,tcp,other,DoS
18389,udp,private,DoS
18390,tcp,other,DoS
18391,udp,domain_u,Normal
18392,tcp,ftp,Normal
18393,tcp,private,DoS
18394,tcp,private,DoS
18395,tcp,other,DoS
18396,tcp,other,Probe
18397,tcp,http,Normal
18398,tcp,http,Normal
18399,tcp,http,Normal
18400,udp,private,Normal
18401,tcp,http,Normal
18402,tcp,smtp,Normal
18403,tcp,http,Normal
18404,udp,private,Normal
18405,tcp,private,DoS
18406,tcp,http,Normal
18407,tcp,private,DoS
18408,icmp,ecr_i,DoS
18409,tcp,telnet,Normal
18410,tcp,other,Normal
18411,tcp,other,Normal
18412,tcp,ftp,Normal
18413,tcp,http,DoS
18414,tcp,http,Normal
18415,udp,private,Normal
18416,tcp,other,Normal
18417,tcp,other,Normal
18418,tcp,http,Normal
18419,udp,domain_u,Normal
18420,icmp,eco_i,Normal
18421,tcp,http,Normal
18422,tcp,smtp,Normal
18423,tcp,http,Normal
18424,udp,private,Normal
18425,tcp,http,Normal
18426,tcp,ftp,Normal
18427,tcp,http,Normal
18428,udp,private,Normal
18429,tcp,private,DoS
18430,tcp,http,Normal
18431,udp,private,Probe
18432,tcp,http,Normal
18433,tcp,other,Probe
18434,tcp,smtp,Normal
18435,tcp,http,Normal
18436,udp,domain_u,Normal
18437,tcp,private,DoS
18438,tcp,private,Probe
18439,tcp,ftp_data,Normal
18440,tcp,private,Probe
18441,tcp,http,Normal
18442,tcp,http,Normal
18443,tcp,ftp_data,Normal
18444,udp,private,Normal
18445,tcp,http,Normal
18446,tcp,http,Normal
18447,tcp,other,Normal
18448,tcp,private,DoS
18449,tcp,auth,DoS
18450,tcp,http,Normal
18451,tcp,private,Probe
18452,tcp,http,Normal
18453,tcp,ftp_data,R2L
18454,tcp,private,DoS
18455,tcp,http,Normal
18456,tcp,private,DoS
18457,tcp,http,Normal
18458,udp,domain_u,Normal
18459,udp,private,DoS
18460,tcp,other,Probe
18461,tcp,ftp_data,R2L
18462,tcp,smtp,Normal
18463,tcp,http,Normal
18464,tcp,ftp,Normal
18465,tcp,smtp,Normal
18466,tcp,other,Probe
18467,tcp,http,Normal
18468,tcp,smtp,Normal
18469,tcp,telnet,Normal
18470,tcp,ftp,Normal
18471,tcp,private,DoS
18472,tcp,http,DoS
18473,udp,domain_u,Normal
18474,tcp,private,DoS
18475,tcp,other,Normal
18476,tcp,private,DoS
18477,tcp,http,Normal
18478,icmp,ecr_i,DoS
18479,tcp,http,Normal
18480,udp,private,Probe
18481,tcp,other,Normal
18482,tcp,http,Normal
18483,tcp,http,DoS
18484,tcp,other,Probe
18485,tcp,http,Normal
18486,tcp,http,DoS
18487,tcp,other,Probe
18488,tcp,ftp,Normal
18489,tcp,http,Normal
18490,tcp,private,DoS
18491,tcp,telnet,Normal
18492,tcp,private,DoS
18493,tcp,telnet,Normal
18494,tcp,http,Normal
18495,tcp,http,Normal
18496,tcp,http,Normal
18497,udp,private,Normal
18498,tcp,private,DoS
18499,tcp,private,Probe
18500,tcp,telnet,Normal
18501,tcp,ftp_data,Normal
18502,tcp,telnet,Normal
18503,tcp,http,Normal
18504,tcp,private,DoS
18505,udp,domain_u,Normal
18506,tcp,private,DoS
18507,udp,private,DoS
18508,udp,private,DoS
18509,udp,other,Normal
18510,udp,domain_u,Normal
18511,tcp,private,DoS
18512,tcp,http,Normal
18513,udp,private,DoS
18514,tcp,ftp_data,Normal
18515,udp,other,Probe
18516,icmp,ecr_i,DoS
18517,tcp,http,Normal
18518,tcp,ftp_data,Normal
18519,tcp,http,DoS
18520,tcp,http,Normal
18521,tcp,other,Normal
18522,tcp,http,Normal
18523,udp,domain_u,Normal
18524,tcp,smtp,Normal
18525,tcp,http,Normal
18526,tcp,http,Normal
18527,tcp,http,Normal
18528,tcp,telnet,Normal
18529,tcp,http,Normal
18530,tcp,finger,DoS
18531,tcp,private,DoS
18532,tcp,ftp,Normal
18533,tcp,http,DoS
18534,tcp,http,Normal
18535,tcp,private,DoS
18536,tcp,other,DoS
18537,tcp,telnet,Normal
18538,tcp,private,Probe
18539,tcp,private,DoS
18540,tcp,telnet,Normal
18541,tcp,ftp_data,R2L
18542,udp,other,Normal
18543,tcp,telnet,Normal
18544,tcp,http,Normal
18545,tcp,http,Normal
18546,udp,domain_u,Normal
18547,tcp,private,DoS
18548,tcp,private,DoS
18549,tcp,http,Normal
18550,tcp,other,Normal
18551,tcp,http,DoS
18552,tcp,time,DoS
18553,tcp,other,Normal
18554,tcp,private,DoS
18555,tcp,http,Normal
18556,tcp,other,Probe
18557,tcp,http,Normal
18558,tcp,telnet,Normal
18559,tcp,telnet,DoS
18560,tcp,http,DoS
18561,tcp,http,Normal
18562,udp,domain_u,Normal
18563,tcp,private,Probe
18564,tcp,Z39_50,DoS
18565,tcp,private,DoS
18566,tcp,whois,DoS
18567,tcp,http,Normal
18568,tcp,private,DoS
18569,tcp,ftp,Normal
18570,tcp,ftp_data,Normal
18571,udp,private,DoS
18572,tcp,private,DoS
18573,tcp,http,Normal
18574,tcp,other,DoS
18575,tcp,http,Normal
18576,tcp,http,DoS
18577,tcp,http,Normal
18578,tcp,http,Normal
18579,tcp,http,Normal
18580,tcp,http,Normal
18581,tcp,other,DoS
18582,tcp,smtp,Normal
18583,tcp,other,DoS
18584,icmp,eco_i,Probe
18585,tcp,other,DoS
18586,tcp,smtp,Normal
18587,udp,private,Normal
18588,tcp,http,Normal
18589,tcp,http,Normal
18590,tcp,http,Normal
18591,tcp,Z39_50,DoS
18592,udp,private,Normal
18593,udp,domain_u,Normal
18594,tcp,http,Normal
18595,tcp,ftp_data,Normal
18596,tcp,http,Normal
18597,tcp,other,Normal
18598,tcp,private,DoS
18599,icmp,ecr_i,DoS
18600,tcp,http,Normal
18601,tcp,http,Normal
18602,tcp,http,Normal
18603,tcp,other,Probe
18604,tcp,finger,DoS
18605,tcp,http,Normal
18606,tcp,http,Normal
18607,tcp,http,DoS
18608,tcp,http,Normal
18609,udp,private,DoS
18610,tcp,ftp,Normal
18611,tcp,http,Normal
18612,udp,other,Normal
18613,tcp,http,Normal
18614,tcp,private,DoS
18615,tcp,http,Normal
18616,tcp,http,Normal
18617,tcp,private,DoS
18618,tcp,other,Normal
18619,tcp,http,DoS
18620,tcp,telnet,Normal
18621,icmp,eco_i,Probe
18622,tcp,private,DoS
18623,tcp,http,Normal
18624,udp,private,Normal
18625,tcp,ftp_data,Normal
18626,tcp,other,Normal
18627,tcp,other,Normal
18628,tcp,http,Normal
18629,tcp,other,Normal
18630,tcp,private,DoS
18631,udp,domain_u,Normal
18632,tcp,http,Normal
18633,tcp,http,Normal
18634,tcp,ftp_data,R2L
18635,tcp,private,DoS
18636,tcp,http,Normal
18637,tcp,other,Probe
18638,tcp,http,Normal
18639,tcp,http,Normal
18640,tcp,telnet,Normal
18641,tcp,http,Normal
18642,tcp,http,DoS
18643,tcp,http,Normal
18644,tcp,http,Normal
18645,tcp,ftp,Normal
18646,tcp,http,Normal
18647,tcp,http,Normal
18648,udp,private,Probe
18649,tcp,http,Normal
18650,icmp,ecr_i,DoS
18651,tcp,http,DoS
18652,tcp,http,Normal
18653,tcp,other,Normal
18654,tcp,http,Normal
18655,tcp,other,Probe
18656,icmp,eco_i,Normal
18657,tcp,private,DoS
18658,udp,private,Normal
18659,udp,private,Normal
18660,tcp,http,Normal
18661,udp,private,Normal
18662,tcp,http,Normal
18663,tcp,other,DoS
18664,udp,private,Normal
18665,tcp,other,Probe
18666,tcp,other,Probe
18667,tcp,smtp,Normal
18668,tcp,http,Normal
18669,tcp,other,Normal
18670,tcp,http,Normal
18671,udp,domain_u,Normal
18672,icmp,ecr_i,DoS
18673,tcp,http,Normal
18674,tcp,http,Normal
18675,tcp,http,Normal
18676,tcp,other,Probe
18677,tcp,http,Normal
18678,tcp,http,Normal
18679,tcp,other,DoS
18680,tcp,http,Normal
18681,tcp,bgp,DoS
18682,tcp,ftp,Normal
18683,tcp,http,Normal
18684,udp,private,Normal
18685,tcp,private,DoS
18686,tcp,other,Normal
18687,tcp,private,DoS
18688,tcp,http,Normal
18689,tcp,smtp,Normal
18690,tcp,telnet,Normal
18691,tcp,http,Normal
18692,tcp,http,Normal
18693,tcp,telnet,Normal
18694,udp,domain_u,Normal
18695,tcp,private,Probe
18696,tcp,http,Normal
18697,tcp,ftp_data,Normal
18698,udp,domain_u,Normal
18699,tcp,telnet,Normal
18700,tcp,private,DoS
18701,tcp,http,Normal
18702,udp,domain_u,Normal
18703,tcp,smtp,Normal
18704,tcp,smtp,Probe
18705,tcp,other,DoS
18706,tcp,private,DoS
18707,tcp,other,Probe
18708,tcp,http,Normal
18709,icmp,ecr_i,DoS
18710,udp,private,DoS
18711,tcp,http,Normal
18712,udp,domain_u,Normal
18713,tcp,http,DoS
18714,tcp,other,DoS
18715,tcp,http,Normal
18716,udp,private,Normal
18717,tcp,other,DoS
18718,tcp,http,Normal
18719,tcp,private,DoS
18720,udp,domain_u,Normal
18721,tcp,other,Probe
18722,tcp,http,Normal
18723,udp,domain_u,Normal
18724,udp,domain_u,Normal
18725,tcp,smtp,Normal
18726,tcp,private,DoS
18727,tcp,private,DoS
18728,tcp,private,DoS
18729,tcp,private,Probe
18730,tcp,private,DoS
18731,udp,domain_u,Normal
18732,tcp,private,DoS
18733,tcp,private,DoS
18734,udp,domain_u,Normal
18735,udp,domain_u,Normal
18736,tcp,ftp,Normal
18737,tcp,other,Normal
18738,icmp,ecr_i,DoS
18739,tcp,smtp,Normal
18740,udp,private,DoS
18741,tcp,private,DoS
18742,udp,private,Normal
18743,tcp,other,DoS
18744,tcp,telnet,Normal
18745,tcp,telnet,Normal
18746,udp,private,Normal
18747,tcp,smtp,Normal
18748,icmp,eco_i,Probe
18749,tcp,http,Normal
18750,tcp,http,Normal
18751,tcp,smtp,Normal
18752,tcp,ftp_data,Normal
18753,tcp,http,Normal
18754,tcp,ftp_data,R2L
18755,tcp,http,DoS
18756,tcp,http,Normal
18757,tcp,finger,DoS
18758,icmp,ecr_i,DoS
18759,tcp,other,DoS
18760,tcp,iso_tsap,DoS
18761,udp,private,Normal
18762,tcp,private,DoS
18763,tcp,ftp_data,R2L
18764,tcp,telnet,Normal
18765,udp,private,DoS
18766,udp,private,Probe
18767,tcp,http,Normal
18768,tcp,other,Probe
18769,tcp,http,Normal
18770,tcp,private,DoS
18771,tcp,telnet,Normal
18772,tcp,other,Probe
18773,tcp,http,Normal
18774,udp,private,DoS
18775,tcp,uucp,DoS
18776,tcp,smtp,Normal
18777,tcp,http,Normal
18778,icmp,ecr_i,DoS
18779,udp,domain_u,Normal
18780,tcp,http,Normal
18781,tcp,other,Probe
18782,udp,private,Probe
18783,tcp,http,Normal
18784,udp,private,Probe
18785,tcp,other,DoS
18786,tcp,other,DoS
18787,tcp,whois,DoS
18788,tcp,private,DoS
18789,tcp,other,Probe
18790,tcp,http,Normal
18791,tcp,http,DoS
18792,tcp,telnet,Normal
18793,tcp,uucp,DoS
18794,tcp,telnet,Normal
18795,tcp,http,Normal
18796,tcp,other,Normal
18797,tcp,time,DoS
18798,tcp,http,DoS
18799,tcp,http,Normal
18800,icmp,eco_i,Probe
18801,tcp,http,Normal
18802,udp,domain_u,Normal
18803,tcp,http,Normal
18804,tcp,http,Normal
18805,tcp,telnet,Normal
18806,tcp,private,DoS
18807,tcp,uucp_path,DoS
18808,tcp,telnet,Normal
18809,tcp,http,DoS
18810,tcp,other,DoS
18811,tcp,private,DoS
18812,tcp,http,Normal
18813,tcp,http,Normal
18814,tcp,telnet,Normal
18815,tcp,http,Normal
18816,tcp,other,Normal
18817,tcp,private,DoS
18818,tcp,private,DoS
18819,tcp,http,DoS
18820,tcp,other,Normal
18821,udp,private,Normal
18822,udp,domain_u,Normal
18823,tcp,other,DoS
18824,tcp,http,Normal
18825,tcp,other,DoS
18826,udp,domain_u,Normal
18827,tcp,other,Probe
18828,tcp,http,Normal
18829,tcp,other,DoS
18830,tcp,http,Normal
18831,tcp,telnet,Normal
18832,tcp,http,Normal
18833,tcp,other,Normal
18834,tcp,private,DoS
18835,tcp,ftp,Normal
18836,tcp,private,DoS
18837,tcp,ftp_data,R2L
18838,tcp,http,Normal
18839,udp,private,Normal
18840,tcp,private,Probe
18841,tcp,private,DoS
18842,tcp,http,Normal
18843,tcp,http,Normal
18844,tcp,http,Normal
18845,icmp,ecr_i,DoS
18846,tcp,other,DoS
18847,tcp,other,Probe
18848,tcp,ftp_data,DoS
18849,icmp,ecr_i,DoS
18850,tcp,private,DoS
18851,udp,private,Probe
18852,icmp,ecr_i,DoS
18853,tcp,telnet,Normal
18854,tcp,private,DoS
18855,udp,private,DoS
18856,tcp,smtp,Normal
18857,tcp,private,DoS
18858,tcp,telnet,Normal
18859,tcp,http,Normal
18860,tcp,http,Normal
18861,tcp,http,Normal
18862,tcp,telnet,Normal
18863,udp,private,Normal
18864,udp,domain_u,Normal
18865,udp,private,Normal
18866,tcp,http,DoS
18867,tcp,http,Normal
18868,tcp,other,Normal
18869,tcp,other,Normal
18870,tcp,other,DoS
18871,udp,private,Normal
18872,udp,private,Normal
18873,tcp,other,DoS
18874,tcp,http,Normal
18875,tcp,private,DoS
18876,tcp,private,DoS
18877,tcp,http,DoS
18878,tcp,http,Normal
18879,tcp,http,Normal
18880,tcp,private,DoS
18881,udp,other,Normal
18882,tcp,telnet,Normal
18883,tcp,http,Normal
18884,tcp,other,Normal
18885,tcp,telnet,Normal
18886,tcp,http,Normal
18887,udp,domain_u,Normal
18888,tcp,http,Normal
18889,tcp,other,DoS
18890,tcp,private,DoS
18891,tcp,http,Normal
18892,udp,domain_u,Normal
18893,tcp,http,Normal
18894,tcp,ftp_data,Normal
18895,tcp,other,Normal
18896,tcp,http,Normal
18897,tcp,http,DoS
18898,tcp,private,DoS
18899,tcp,telnet,Normal
18900,tcp,http,Normal
18901,tcp,private,DoS
18902,tcp,http,Normal
18903,tcp,other,Normal
18904,tcp,http,Normal
18905,tcp,http,Normal
18906,tcp,private,DoS
18907,udp,other,Normal
18908,tcp,other,Normal
18909,tcp,private,DoS
18910,tcp,telnet,Normal
18911,tcp,http,Normal
18912,tcp,ftp,Normal
18913,tcp,http,Normal
18914,tcp,http,Normal
18915,tcp,other,DoS
18916,tcp,auth,DoS
18917,tcp,http,Normal
18918,tcp,private,DoS
18919,tcp,http,Normal
18920,tcp,telnet,Normal
18921,tcp,http,Normal
18922,tcp,finger,DoS
18923,tcp,http,Normal
18924,tcp,ftp_data,R2L
18925,icmp,ecr_i,DoS
18926,tcp,http,Normal
18927,tcp,ftp_data,R2L
18928,icmp,eco_i,Probe
18929,tcp,http,Normal
18930,tcp,ftp,Normal
18931,tcp,other,Normal
18932,tcp,finger,DoS
18933,tcp,http,Normal
18934,tcp,private,DoS
18935,udp,private,Normal
18936,tcp,telnet,Normal
18937,tcp,http,Normal
18938,tcp,smtp,Normal
18939,tcp,smtp,Normal
18940,tcp,http,Normal
18941,icmp,ecr_i,DoS
18942,tcp,http,Normal
18943,udp,private,Probe
18944,tcp,private,DoS
18945,tcp,other,Probe
18946,tcp,http,Normal
18947,udp,private,Normal
18948,tcp,private,DoS
18949,tcp,http,Normal
18950,tcp,private,DoS
18951,tcp,smtp,Normal
18952,tcp,http,Normal
18953,tcp,private,DoS
18954,udp,private,Normal
18955,tcp,private,DoS
18956,tcp,other,DoS
18957,tcp,http,Normal
18958,tcp,ftp,Normal
18959,tcp,http,Normal
18960,tcp,http,Normal
18961,tcp,http,DoS
18962,tcp,http,Normal
18963,udp,domain_u,Normal
18964,tcp,http,Normal
18965,tcp,private,DoS
18966,udp,private,Normal
18967,tcp,ftp,Normal
18968,tcp,http,Normal
18969,tcp,http,Normal
18970,tcp,other,Probe
18971,tcp,private,DoS
18972,tcp,telnet,Normal
18973,tcp,http,Normal
18974,tcp,telnet,Normal
18975,udp,private,Normal
18976,udp,private,DoS
18977,udp,private,Normal
18978,tcp,http,Normal
18979,tcp,other,Probe
18980,tcp,http,Normal
18981,tcp,http,DoS
18982,tcp,other,Normal
18983,tcp,private,DoS
18984,tcp,http,Normal
18985,tcp,ftp_data,DoS
18986,tcp,http,Normal
18987,icmp,ecr_i,DoS
18988,icmp,ecr_i,DoS
18989,tcp,private,DoS
18990,tcp,http,Normal
18991,tcp,http,Normal
18992,icmp,other,Normal
18993,tcp,private,DoS
18994,tcp,other,Normal
18995,tcp,other,Normal
18996,tcp,http,Normal
18997,tcp,other,DoS
18998,tcp,telnet,Normal
18999,tcp,http,Normal
19000,tcp,other,Normal
19001,tcp,http,Normal
19002,udp,private,Normal
19003,tcp,http,Normal
19004,tcp,http,DoS
19005,tcp,other,Probe
19006,udp,private,Normal
19007,tcp,other,DoS
19008,udp,private,Probe
19009,tcp,other,Normal
19010,tcp,private,DoS
19011,tcp,http,Normal
19012,tcp,other,DoS
19013,udp,domain_u,Normal
19014,tcp,http,Normal
19015,tcp,other,DoS
19016,tcp,private,DoS
19017,tcp,private,DoS
19018,tcp,private,DoS
19019,tcp,http,Normal
19020,tcp,telnet,DoS
19021,tcp,http,Normal
19022,tcp,http,Normal
19023,tcp,private,DoS
19024,udp,private,Probe
19025,tcp,ftp_data,Normal
19026,tcp,bgp,DoS
19027,udp,domain_u,Normal
19028,tcp,other,Probe
19029,tcp,http,DoS
19030,tcp,private,Probe
19031,tcp,telnet,Normal
19032,tcp,private,DoS
19033,tcp,other,Normal
19034,tcp,http,Normal
19035,tcp,private,DoS
19036,tcp,http,Normal
19037,tcp,http,Normal
19038,tcp,ftp_data,Normal
19039,tcp,auth,DoS
19040,tcp,other,Probe
19041,tcp,smtp,Normal
19042,tcp,http,Normal
19043,tcp,http,Normal
19044,tcp,other,Probe
19045,tcp,smtp,Normal
19046,tcp,telnet,Normal
19047,tcp,ftp_data,Normal
19048,udp,domain_u,Normal
19049,tcp,http,Normal
19050,tcp,other,DoS
19051,tcp,private,DoS
19052,tcp,other,DoS
19053,tcp,private,DoS
19054,tcp,http,Normal
19055,tcp,ftp_data,Normal
19056,tcp,http,Normal
19057,tcp,http,Normal
19058,tcp,other,DoS
19059,tcp,other,Normal
19060,tcp,private,DoS
19061,tcp,private,DoS
19062,tcp,private,DoS
19063,tcp,other,Normal
19064,tcp,other,Probe
19065,tcp,http,Normal
19066,tcp,http,Normal
19067,tcp,private,DoS
19068,tcp,other,Probe
19069,tcp,http,Normal
19070,tcp,smtp,Normal
19071,tcp,telnet,Normal
19072,tcp,http,Normal
19073,udp,private,Probe
19074,udp,domain_u,Normal
19075,tcp,finger,DoS
19076,tcp,telnet,Normal
19077,tcp,private,DoS
19078,tcp,ftp,Normal
19079,tcp,smtp,Normal
19080,udp,domain_u,Normal
19081,tcp,http,Normal
19082,tcp,other,Probe
19083,tcp,telnet,Normal
19084,tcp,http,Normal
19085,tcp,http,Normal
19086,tcp,other,Probe
19087,udp,private,DoS
19088,tcp,http,Normal
19089,tcp,private,DoS
19090,tcp,other,Normal
19091,tcp,other,DoS
19092,tcp,other,Probe
19093,tcp,http,Normal
19094,tcp,smtp,Normal
19095,tcp,other,DoS
19096,tcp,http,DoS
19097,tcp,http,Normal
19098,tcp,smtp,Normal
19099,tcp,http,Normal
19100,tcp,other,DoS
19101,tcp,private,DoS
19102,tcp,smtp,Normal
19103,tcp,ftp,Normal
19104,tcp,other,Normal
19105,tcp,http,Normal
19106,tcp,http,Normal
19107,udp,other,Probe
19108,tcp,other,DoS
19109,tcp,telnet,Normal
19110,icmp,eco_i,Probe
19111,tcp,http,Normal
19112,tcp,http,Normal
19113,tcp,http,Normal
19114,tcp,http,Normal
19115,udp,private,Normal
19116,tcp,other,Normal
19117,tcp,http,Normal
19118,tcp,http,Normal
19119,tcp,http,Normal
19120,tcp,http,Normal
19121,tcp,http,Normal
19122,udp,private,Probe
19123,udp,private,DoS
19124,udp,private,Normal
19125,tcp,bgp,DoS
19126,tcp,http,Normal
19127,tcp,smtp,Normal
19128,tcp,private,DoS
19129,tcp,http,Normal
19130,tcp,http,Normal
19131,tcp,http,Normal
19132,tcp,other,Probe
19133,tcp,http,Normal
19134,tcp,other,Probe
19135,tcp,http,DoS
19136,udp,domain_u,Normal
19137,icmp,ecr_i,DoS
19138,tcp,telnet,Normal
19139,tcp,http,Normal
19140,udp,private,Probe
19141,tcp,telnet,Normal
19142,tcp,http,Normal
19143,tcp,http,Normal
19144,tcp,private,DoS
19145,tcp,other,Normal
19146,tcp,ftp,Normal
19147,tcp,private,DoS
19148,tcp,private,DoS
19149,tcp,http,DoS
19150,udp,private,Normal
19151,tcp,other,DoS
19152,tcp,http,Normal
19153,tcp,http,Normal
19154,tcp,private,DoS
19155,udp,other,Normal
19156,tcp,http,Normal
19157,tcp,telnet,Probe
19158,tcp,ftp_data,Probe
19159,tcp,telnet,Normal
19160,tcp,private,DoS
19161,tcp,http,Normal
19162,tcp,http,Normal
19163,tcp,http,Normal
19164,tcp,http,Normal
19165,tcp,http,Normal
19166,tcp,smtp,Normal
19167,tcp,http,Normal
19168,tcp,http,Normal
19169,tcp,ftp_data,DoS
19170,tcp,private,DoS
19171,udp,private,Probe
19172,tcp,other,DoS
19173,tcp,smtp,Normal
19174,udp,private,Normal
19175,udp,private,Probe
19176,tcp,ftp_data,Normal
19177,udp,private,Normal
19178,tcp,telnet,Normal
19179,udp,private,Probe
19180,tcp,http,Normal
19181,tcp,private,DoS
19182,tcp,private,DoS
19183,icmp,ecr_i,DoS
19184,tcp,telnet,Normal
19185,tcp,http,Normal
19186,tcp,ftp,Normal
19187,tcp,ftp_data,Normal
19188,tcp,http,Normal
19189,udp,other,Normal
19190,tcp,private,DoS
19191,tcp,http,DoS
19192,tcp,http,DoS
19193,tcp,http,DoS
19194,tcp,http,Normal
19195,tcp,http,Normal
19196,udp,private,Probe
19197,tcp,other,Normal
19198,icmp,ecr_i,DoS
19199,tcp,other,Normal
19200,tcp,ftp_data,Normal
19201,tcp,telnet,Normal
19202,tcp,other,Probe
19203,tcp,other,DoS
19204,tcp,http,Normal
19205,tcp,http,Normal
19206,tcp,http,Normal
19207,tcp,uucp_path,DoS
19208,tcp,private,DoS
19209,tcp,private,DoS
19210,tcp,smtp,Normal
19211,tcp,other,Probe
19212,tcp,smtp,Normal
19213,tcp,http,Normal
19214,tcp,http,Normal
19215,tcp,private,DoS
19216,tcp,private,DoS
19217,tcp,telnet,DoS
19218,tcp,private,DoS
19219,tcp,other,Probe
19220,tcp,private,DoS
19221,udp,domain_u,Normal
19222,icmp,ecr_i,DoS
19223,tcp,http,Normal
19224,tcp,ftp,Normal
19225,tcp,ftp_data,R2L
19226,tcp,smtp,Normal
19227,tcp,other,Probe
19228,tcp,private,DoS
19229,icmp,ecr_i,DoS
19230,tcp,http,Normal
19231,tcp,other,DoS
19232,tcp,http,Normal
19233,tcp,ftp,Normal
19234,tcp,private,DoS
19235,tcp,whois,DoS
19236,tcp,http,DoS
19237,tcp,http,Normal
19238,tcp,http,Normal
19239,tcp,private,DoS
19240,tcp,http,DoS
19241,tcp,http,Normal
19242,tcp,http,Normal
19243,tcp,private,DoS
19244,tcp,private,DoS
19245,tcp,smtp,Normal
19246,tcp,private,DoS
19247,tcp,smtp,Normal
19248,udp,private,Probe
19249,tcp,http,Normal
19250,tcp,telnet,Normal
19251,tcp,http,Normal
19252,tcp,http,Normal
19253,tcp,ftp_data,Normal
19254,tcp,smtp,Normal
19255,tcp,other,DoS
19256,tcp,http,Normal
19257,tcp,http,Normal
19258,tcp,http,Normal
19259,tcp,other,DoS
19260,tcp,private,DoS
19261,udp,domain_u,Normal
19262,tcp,http,Normal
19263,tcp,http,Normal
19264,tcp,http,Normal
19265,tcp,other,Normal
19266,tcp,http,Normal
19267,tcp,smtp,Normal
19268,tcp,other,Probe
19269,tcp,ftp,Normal
19270,udp,private,Normal
19271,udp,private,Normal
19272,tcp,telnet,Normal
19273,icmp,ecr_i,DoS
19274,udp,private,DoS
19275,tcp,ftp,Normal
19276,tcp,other,Normal
19277,tcp,other,Normal
19278,udp,private,DoS
19279,tcp,telnet,Normal
19280,tcp,private,DoS
19281,tcp,ftp_data,Normal
19282,tcp,http,Normal
19283,tcp,private,Probe
19284,tcp,http,Normal
19285,icmp,other,Normal
19286,tcp,ftp_data,Normal
19287,tcp,http,Normal
19288,tcp,private,Probe
19289,tcp,http,Normal
19290,udp,private,DoS
19291,tcp,http,DoS
19292,tcp,http,DoS
19293,tcp,smtp,Normal
19294,tcp,telnet,Normal
19295,tcp,http,Normal
19296,tcp,http,Normal
19297,tcp,http,DoS
19298,udp,domain_u,Normal
19299,tcp,http,Normal
19300,tcp,http,DoS
19301,tcp,http,Normal
19302,tcp,http,Normal
19303,tcp,smtp,Normal
19304,icmp,ecr_i,DoS
19305,tcp,http,Normal
19306,tcp,other,Probe
19307,tcp,other,Probe
19308,tcp,private,DoS
19309,tcp,other,Normal
19310,tcp,other,DoS
19311,tcp,private,DoS
19312,tcp,ftp_data,R2L
19313,tcp,other,Probe
19314,udp,domain_u,Normal
19315,icmp,eco_i,Probe
19316,tcp,telnet,Normal
19317,tcp,http,Normal
19318,tcp,smtp,Normal
19319,udp,private,Normal
19320,tcp,http,Normal
19321,tcp,http,Normal
19322,tcp,smtp,Normal
19323,udp,private,Probe
19324,tcp,http,DoS
19325,tcp,http,Normal
19326,tcp,telnet,Normal
19327,tcp,private,DoS
19328,tcp,http,Normal
19329,tcp,http,DoS
19330,tcp,private,DoS
19331,tcp,smtp,Normal
19332,tcp,http,Normal
19333,tcp,private,Probe
19334,tcp,http,DoS
19335,tcp,http,DoS
19336,tcp,other,Probe
19337,tcp,private,DoS
19338,udp,private,Normal
19339,tcp,http,Normal
19340,tcp,http,Normal
19341,tcp,other,DoS
19342,tcp,smtp,Normal
19343,tcp,http,DoS
19344,tcp,other,DoS
19345,tcp,http,Normal
19346,tcp,other,R2L
19347,tcp,http,Normal
19348,tcp,http,Normal
19349,udp,private,Probe
19350,tcp,private,DoS
19351,tcp,http,Normal
19352,tcp,smtp,Normal
19353,udp,other,Normal
19354,tcp,telnet,Normal
19355,tcp,other,Probe
19356,udp,private,Probe
19357,tcp,other,Normal
19358,tcp,other,DoS
19359,tcp,http,DoS
19360,tcp,ftp_data,Normal
19361,icmp,ecr_i,DoS
19362,tcp,private,DoS
19363,tcp,http,DoS
19364,tcp,private,DoS
19365,tcp,finger,DoS
19366,tcp,private,DoS
19367,tcp,private,DoS
